Frequency,Asset,Model,Value,What
4h,SOLUSDT_4h,RandomForestClassifier,0.5002282062984938,FINAL TEST
4h,SOLUSDT_4h,RandomForestClassifier,0.49627900970953287,F1 FINAL TEST
4h,SOLUSDT_4h,RandomForestClassifier,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
4h,SOLUSDT_4h,RandomForestClassifier,"{0: 0.6020082154267458, 1: 0.39799178457325424}",DESBALANCEO PREDICCIÓN
4h,ADAUSDT_4h,RandomForestClassifier,0.44446811051749346,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5005068376706319,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5203946979915773,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5321728129126049,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5088204627941673,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.592, 1: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5145581859901298,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.592, 1: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5031075097503116,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.592, 1: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5096562731770296,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.584, 1: 0.416}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.49795118493462776,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.576, 1: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.5017366007122233,F1 VALIDATION
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.624, 1: 0.376}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,RandomForestClassifier,0.4993153811045185,FINAL TEST
4h,ADAUSDT_4h,RandomForestClassifier,0.4989642737502546,F1 FINAL TEST
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.5020538566864445, 0: 0.49794614331355547}",DESBALANCEO REAL
4h,ADAUSDT_4h,RandomForestClassifier,"{1: 0.5244180739388408, 0: 0.4755819260611593}",DESBALANCEO PREDICCIÓN
4h,TRXUSDT_4h,RandomForestClassifier,0.4921591876797449,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.56, 0: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.4848466893261373,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.592, 0: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.5102620256224689,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.48202495799982276,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.503525621801099,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.56, 0: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.4653162152624947,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.5145378580427037,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.704, 0: 0.296}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.4815861673248863,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.5014478608279674,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.5157667793723121,F1 VALIDATION
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,RandomForestClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,RandomForestClassifier,0.5043359196713829,FINAL TEST
4h,TRXUSDT_4h,RandomForestClassifier,0.49304364796640154,F1 FINAL TEST
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.5385668644454586, 0: 0.4614331355545413}",DESBALANCEO REAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.6106800547695116, 0: 0.38931994523048835}",DESBALANCEO PREDICCIÓN
4h,LINKUSDT_4h,RandomForestClassifier,0.48114309216965134,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.616, 0: 0.384}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.4607349413599179,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.8, 0: 0.2}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.4479386404628575,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.41149980774778633,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.84, 0: 0.16}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.4673051279773338,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.64, 0: 0.36}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.45312665350124715,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.45275446961515725,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.728, 0: 0.272}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.4643953177065002,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.576, 0: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.4539454347111572,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.56, 0: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.45447483815586187,F1 VALIDATION
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.576, 1: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,RandomForestClassifier,0.5034230944774076,FINAL TEST
4h,LINKUSDT_4h,RandomForestClassifier,0.5033360835395988,F1 FINAL TEST
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO REAL
4h,LINKUSDT_4h,RandomForestClassifier,"{1: 0.5102692834322228, 0: 0.4897307165677773}",DESBALANCEO PREDICCIÓN
4h,AVAXUSDT_4h,RandomForestClassifier,0.4645522031413841,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.712, 0: 0.288}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.4981124688162907,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.536, 1: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.4769327152545957,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.544, 0: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.49533621005197137,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.52, 1: 0.48}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.48678986052586193,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.4965206853114908,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.528, 0: 0.472}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.47494051330483256,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.528, 0: 0.472}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.45765288805626747,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.712, 0: 0.288}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.4973934860213262,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.52, 1: 0.48}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.500209708914166,F1 VALIDATION
4h,AVAXUSDT_4h,RandomForestClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.536, 1: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,RandomForestClassifier,0.5148334094020995,FINAL TEST
4h,AVAXUSDT_4h,RandomForestClassifier,0.5141192362454821,F1 FINAL TEST
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.5193975353719763, 1: 0.48060246462802375}",DESBALANCEO REAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.5189411227749886, 1: 0.4810588772250114}",DESBALANCEO PREDICCIÓN
4h,BTCUSDT_4h,GradientBoostingClassifier,0.530073906601441,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5177952467497714,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.6, 1: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5072441785769662,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.528, 1: 0.472}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5030030007235065,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.608, 1: 0.392}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.49827711242357003,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5030500205012526,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5048316445463595,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{1: 0.544, 0: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.5262145353670403,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.536, 1: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.4981248454962858,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.4896585297427182,F1 VALIDATION
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,GradientBoostingClassifier,0.492925604746691,FINAL TEST
4h,BTCUSDT_4h,GradientBoostingClassifier,0.4927565405351789,F1 FINAL TEST
4h,BTCUSDT_4h,GradientBoostingClassifier,"{1: 0.5221360109539023, 0: 0.47786398904609767}",DESBALANCEO REAL
4h,BTCUSDT_4h,GradientBoostingClassifier,"{0: 0.5038795070743952, 1: 0.49612049292560473}",DESBALANCEO PREDICCIÓN
4h,ETHUSDT_4h,GradientBoostingClassifier,0.5054228110732242,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4919958977517795,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4720651729191559,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4785824918272935,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.5015806671274232,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.52, 1: 0.48}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4972250664039751,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.5021065936336934,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4871399652192777,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.5002564493823222,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4940149933983126,F1 VALIDATION
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,GradientBoostingClassifier,0.49155636695572796,FINAL TEST
4h,ETHUSDT_4h,GradientBoostingClassifier,0.4915003316699834,F1 FINAL TEST
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
4h,ETHUSDT_4h,GradientBoostingClassifier,"{1: 0.5043359196713829, 0: 0.4956640803286171}",DESBALANCEO PREDICCIÓN
4h,XRPUSDT_4h,GradientBoostingClassifier,0.48985674074002244,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.4774361166184623,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.5007372562632129,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.52, 1: 0.48}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.45775956531891404,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.536, 1: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.49958852818042593,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.4951511149772436,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.46608938918717663,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.6, 1: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.4850946015030958,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.4706965878312121,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.616, 1: 0.384}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.48354512286789547,F1 VALIDATION
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.624, 1: 0.376}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,GradientBoostingClassifier,0.5107256960292104,FINAL TEST
4h,XRPUSDT_4h,GradientBoostingClassifier,0.5107255941072559,F1 FINAL TEST
4h,XRPUSDT_4h,GradientBoostingClassifier,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
4h,XRPUSDT_4h,GradientBoostingClassifier,"{0: 0.5043359196713829, 1: 0.4956640803286171}",DESBALANCEO PREDICCIÓN
4h,BNBUSDT_4h,GradientBoostingClassifier,0.4943917694394216,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5044232810991327,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.592, 0: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5237274662350832,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.616, 0: 0.384}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5183946754638968,F1 VALIDATION
